Cell type,Gene ID,Gene name,Gene biotype,FC,FDR,,,,,
IN-SV2C,ENSG00000164946,FREM1,protein_coding,1.65165731,0,,,,,
IN-SV2C,ENSG00000166006,KCNC2,protein_coding,2.1780813,0,,,,,
IN-SV2C,ENSG00000168843,FSTL5,protein_coding,2.726877411,0,,,,,
IN-SV2C,ENSG00000169282,KCNAB1,protein_coding,2.164857086,0,,,,,
IN-SV2C,ENSG00000171094,ALK,protein_coding,2.371547553,0,,,,,
IN-SV2C,ENSG00000171189,GRIK1,protein_coding,3.178693305,0,,,,,
IN-SV2C,ENSG00000173482,PTPRM,protein_coding,2.221841974,0,,,,,
IN-SV2C,ENSG00000178568,ERBB4,protein_coding,3.01015429,0,,,,,
IN-SV2C,ENSG00000182050,MGAT4C,protein_coding,2.203542518,0,,,,,
IN-SV2C,ENSG00000183454,GRIN2A,protein_coding,1.987229956,0,,,,,
IN-SV2C,ENSG00000183580,FBXL7,protein_coding,2.457243119,0,,,,,
IN-SV2C,ENSG00000185053,SGCZ,protein_coding,3.258200813,0,,,,,
IN-SV2C,ENSG00000185736,ADARB2,protein_coding,4.40598232,0,,,,,
IN-SV2C,ENSG00000186314,PRELID2,protein_coding,2.450435963,0,,,,,
IN-SV2C,ENSG00000187957,DNER,protein_coding,2.615593604,0,,,,,
IN-SV2C,ENSG00000189337,KAZN,protein_coding,1.916902353,0,,,,,
IN-SV2C,ENSG00000196090,PTPRT,protein_coding,2.741168954,0,,,,,
IN-SV2C,ENSG00000198597,ZNF536,protein_coding,2.393551556,0,,,,,
IN-SV2C,ENSG00000198785,GRIN3A,protein_coding,1.81357571,0,,,,,
IN-SV2C,ENSG00000231764,DLX6-AS1,antisense,2.277856284,0,,,,,
IN-SV2C,ENSG00000242808,SOX2-OT,sense_overlapping,2.512959239,0,,,,,
IN-SV2C,ENSG00000244694,PTCHD4,protein_coding,2.94093941,0,,,,,
IN-SV2C,ENSG00000256248,RP11-123O10.4,lincRNA,3.291132918,0,,,,,
IN-SV2C,ENSG00000125869,LAMP5,protein_coding,1.208222897,0,,,,,
IN-SV2C,ENSG00000124191,TOX2,protein_coding,1.275751258,0,,,,,
IN-SV2C,ENSG00000152578,GRIA4,protein_coding,2.043245486,0,,,,,
IN-SV2C,ENSG00000132938,MTUS2,protein_coding,1.85540054,2.7536E-306,,,,,
IN-SV2C,ENSG00000137766,UNC13C,protein_coding,2.019413889,8.6011E-304,,,,,
IN-SV2C,ENSG00000147862,NFIB,protein_coding,1.902969116,4.9276E-303,,,,,
IN-SV2C,ENSG00000057294,PKP2,protein_coding,1.156816326,1.9019E-299,,,,,
IN-SV2C,ENSG00000154127,UBASH3B,protein_coding,1.475828385,2.6277E-299,,,,,
IN-SV2C,ENSG00000152910,CNTNAP4,protein_coding,1.946317441,3.3232E-299,,,,,
IN-SV2C,ENSG00000164512,ANKRD55,protein_coding,1.244168554,2.0937E-298,,,,,
IN-SV2C,ENSG00000182132,KCNIP1,protein_coding,1.643259647,5.5019E-292,,,,,
IN-SV2C,ENSG00000170962,PDGFD,protein_coding,1.381905763,1.6696E-289,,,,,
IN-SV2C,ENSG00000152932,RAB3C,protein_coding,1.846777433,8.408E-289,,,,,
IN-SV2C,ENSG00000172264,MACROD2,protein_coding,1.357587601,6.0684E-288,,,,,
IN-SV2C,ENSG00000182287,AP1S2,protein_coding,1.40833976,3.4883E-284,,,,,
IN-SV2C,ENSG00000250842,CTC-806A22.1,lincRNA,1.057331032,8.6445E-284,,,,,
IN-SV2C,ENSG00000153820,SPHKAP,protein_coding,1.678647074,2.1057E-279,,,,,
IN-SV2C,ENSG00000107242,PIP5K1B,protein_coding,1.668965322,2.0823E-276,,,,,
IN-SV2C,ENSG00000135905,DOCK10,protein_coding,1.819159216,1.7261E-274,,,,,
IN-SV2C,ENSG00000118515,SGK1,protein_coding,1.75557947,7.2445E-271,,,,,
IN-SV2C,ENSG00000144460,NYAP2,protein_coding,1.683518714,3.8845E-266,,,,,
IN-SV2C,ENSG00000164418,GRIK2,protein_coding,1.481157543,2.7497E-264,,,,,
IN-SV2C,ENSG00000175352,NRIP3,protein_coding,1.308705594,1.197E-256,,,,,
IN-SV2C,ENSG00000151789,ZNF385D,protein_coding,2.18883948,1.0053E-249,,,,,
IN-SV2C,ENSG00000188042,ARL4C,protein_coding,1.405508892,1.5776E-240,,,,,
IN-SV2C,ENSG00000188730,VWC2,protein_coding,1.374126702,3.4598E-236,,,,,
IN-SV2C,ENSG00000077044,DGKD,protein_coding,1.246059085,2.5989E-234,,,,,
IN-SV2C,ENSG00000017427,IGF1,protein_coding,1.036664825,5.676E-232,,,,,
IN-SV2C,ENSG00000145824,CXCL14,protein_coding,1.375482855,7.7132E-225,,,,,
IN-SV2C,ENSG00000169306,IL1RAPL1,protein_coding,1.263316426,2.0913E-222,,,,,
IN-SV2C,ENSG00000156687,UNC5D,protein_coding,2.04995998,5.0655E-213,,,,,
IN-SV2C,ENSG00000149972,CNTN5,protein_coding,2.116844526,9.9769E-211,,,,,
IN-SV2C,ENSG00000232287,SLC6A1-AS1,antisense,1.284189895,3.0335E-210,,,,,
IN-SV2C,ENSG00000170873,MTSS1,protein_coding,1.402212297,6.1039E-210,,,,,
IN-SV2C,ENSG00000132932,ATP8A2,protein_coding,1.247021196,1.0867E-206,,,,,
IN-SV2C,ENSG00000151952,TMEM132D,protein_coding,1.602947854,1.0736E-205,,,,,
IN-SV2C,ENSG00000100077,ADRBK2,protein_coding,1.465184018,4.2929E-188,,,,,
IN-SV2C,ENSG00000168959,GRM5,protein_coding,1.084689077,6.3303E-178,,,,,
IN-SV2C,ENSG00000089169,RPH3A,protein_coding,1.423027726,1.0424E-173,,,,,
IN-SV2C,ENSG00000153956,CACNA2D1,protein_coding,1.612031012,9.3014E-173,,,,,
IN-SV2C,ENSG00000169122,FAM110B,protein_coding,1.215785257,3.0341E-167,,,,,
IN-SV2C,ENSG00000175471,MCTP1,protein_coding,1.470146472,8.7431E-166,,,,,
IN-SV2C,ENSG00000182197,EXT1,protein_coding,1.307467743,1.3311E-165,,,,,
IN-SV2C,ENSG00000228214,LINC00693,antisense,1.084403425,2.4777E-164,,,,,
IN-SV2C,ENSG00000162631,NTNG1,protein_coding,1.431497981,4.7712E-161,,,,,
IN-SV2C,ENSG00000173406,DAB1,protein_coding,1.247274366,1.4473E-158,,,,,
IN-SV2C,ENSG00000058091,CDK14,protein_coding,1.1365469,1.016E-149,,,,,
IN-SV2C,ENSG00000165061,ZMAT4,protein_coding,1.405396797,3.7762E-148,,,,,
IN-SV2C,ENSG00000206120,EGFEM1P,unitary_pseudogene,1.272862086,2.1086E-141,,,,,
IN-SV2C,ENSG00000145864,GABRB2,protein_coding,1.132152406,2.9851E-141,,,,,
IN-SV2C,ENSG00000144847,IGSF11,protein_coding,1.191485232,3.8466E-138,,,,,
IN-SV2C,ENSG00000196782,MAML3,protein_coding,1.043728789,5.5413E-138,,,,,
IN-SV2C,ENSG00000189056,RELN,protein_coding,1.53344674,1.1613E-127,,,,,
IN-SV2C,ENSG00000165084,C8orf34,protein_coding,1.380348753,1.1791E-126,,,,,
IN-SV2C,ENSG00000187398,LUZP2,protein_coding,1.347629097,7.7314E-123,,,,,
IN-SV2C,ENSG00000174482,LINGO2,protein_coding,1.149838093,1.3157E-117,,,,,
IN-SV2C,ENSG00000152377,SPOCK1,protein_coding,1.127804894,1.3802E-113,,,,,
IN-SV2C,ENSG00000144285,SCN1A,protein_coding,1.08107629,6.3748E-110,,,,,
IN-SV2C,ENSG00000136754,ABI1,protein_coding,1.026652779,5.7973E-106,,,,,
IN-SV2C,ENSG00000044524,EPHA3,protein_coding,1.017278509,9.315E-104,,,,,
IN-SV2C,ENSG00000198846,TOX,protein_coding,1.137945312,4.1726E-102,,,,,
IN-SV2C,ENSG00000182168,UNC5C,protein_coding,1.154327786,6.9268E-101,,,,,
IN-SV2C,ENSG00000156299,TIAM1,protein_coding,1.108536443,1.3305E-100,,,,,
IN-SV2C,ENSG00000177103,DSCAML1,protein_coding,1.022481821,4.5718E-99,,,,,
IN-SV2C,ENSG00000183775,KCTD16,protein_coding,1.075006557,1.23635E-98,,,,,
IN-SV2C,ENSG00000067715,SYT1,protein_coding,1.021985087,2.25479E-95,,,,,
IN-SV2C,ENSG00000109452,INPP4B,protein_coding,1.299234234,5.69107E-95,,,,,
IN-SV2C,ENSG00000136267,DGKB,protein_coding,1.083120753,9.77741E-95,,,,,
IN-SV2C,ENSG00000157168,NRG1,protein_coding,1.538113698,3.52371E-90,,,,,
IN-SV2C,ENSG00000153823,PID1,protein_coding,1.005768835,4.92168E-89,,,,,
IN-SV2C,ENSG00000166342,NETO1,protein_coding,1.019444923,3.27112E-82,,,,,
IN-SV2C,ENSG00000137872,SEMA6D,protein_coding,1.051465977,8.44446E-80,,,,,
IN-SV2C,ENSG00000138759,FRAS1,protein_coding,1.062407811,4.27623E-78,,,,,
IN-SV2C,ENSG00000149571,KIRREL3,protein_coding,1.079127406,2.02851E-74,,,,,
IN-SV2C,ENSG00000228222,AC074363.1,lincRNA,1.003562179,1.28622E-73,,,,,
AST-PP,ENSG00000018625,ATP1A2,protein_coding,2.306026084,0,,,,,
AST-PP,ENSG00000046889,PREX2,protein_coding,2.391213755,0,,,,,
AST-PP,ENSG00000066032,CTNNA2,protein_coding,2.162663429,0,,,,,
AST-PP,ENSG00000069667,RORA,protein_coding,2.577574553,0,,,,,
AST-PP,ENSG00000079215,SLC1A3,protein_coding,4.29055225,0,,,,,
AST-PP,ENSG00000079691,LRRC16A,protein_coding,2.287543853,0,,,,,
AST-PP,ENSG00000080493,SLC4A4,protein_coding,3.034498491,0,,,,,
AST-PP,ENSG00000080573,COL5A3,protein_coding,2.605875158,0,,,,,
AST-PP,ENSG00000107249,GLIS3,protein_coding,2.0944497,0,,,,,
AST-PP,ENSG00000110436,SLC1A2,protein_coding,4.87277149,0,,,,,
AST-PP,ENSG00000116117,PARD3B,protein_coding,2.086337623,0,,,,,
AST-PP,ENSG00000127603,MACF1,protein_coding,1.795241155,0,,,,,
AST-PP,ENSG00000134769,DTNA,protein_coding,2.584978367,0,,,,,
AST-PP,ENSG00000135540,NHSL1,protein_coding,2.053925942,0,,,,,
AST-PP,ENSG00000135821,GLUL,protein_coding,2.480732553,0,,,,,
AST-PP,ENSG00000138696,BMPR1B,protein_coding,1.95595333,0,,,,,
AST-PP,ENSG00000139155,SLCO1C1,protein_coding,1.812009414,0,,,,,
AST-PP,ENSG00000144040,SFXN5,protein_coding,2.387613745,0,,,,,
AST-PP,ENSG00000150625,GPM6A,protein_coding,2.188175821,0,,,,,
AST-PP,ENSG00000151322,NPAS3,protein_coding,2.777334419,0,,,,,
AST-PP,ENSG00000152661,GJA1,protein_coding,1.896370838,0,,,,,
AST-PP,ENSG00000153944,MSI2,protein_coding,2.449358511,0,,,,,
AST-PP,ENSG00000154217,PITPNC1,protein_coding,2.840265093,0,,,,,
AST-PP,ENSG00000154310,TNIK,protein_coding,2.375295826,0,,,,,
AST-PP,ENSG00000164199,ADGRV1,protein_coding,3.834114486,0,,,,,
AST-PP,ENSG00000165995,CACNB2,protein_coding,2.578168676,0,,,,,
AST-PP,ENSG00000169862,CTNND2,protein_coding,1.384122502,0,,,,,
AST-PP,ENSG00000171885,AQP4,protein_coding,1.967541824,0,,,,,
AST-PP,ENSG00000172987,HPSE2,protein_coding,2.856987955,0,,,,,
AST-PP,ENSG00000179399,GPC5,protein_coding,4.651531105,0,,,,,
AST-PP,ENSG00000179915,NRXN1,protein_coding,1.583961155,0,,,,,
AST-PP,ENSG00000182667,NTM,protein_coding,2.225005242,0,,,,,
AST-PP,ENSG00000182985,CADM1,protein_coding,2.290160078,0,,,,,
AST-PP,ENSG00000185532,PRKG1,protein_coding,2.324071768,0,,,,,
AST-PP,ENSG00000185565,LSAMP,protein_coding,1.891173465,0,,,,,
AST-PP,ENSG00000185942,NKAIN3,protein_coding,2.827630103,0,,,,,
AST-PP,ENSG00000197360,ZNF98,protein_coding,2.370523689,0,,,,,
AST-PP,ENSG00000198838,RYR3,protein_coding,2.499930859,0,,,,,
AST-PP,ENSG00000215386,MIR99AHG,lincRNA,1.998807053,0,,,,,
AST-PP,ENSG00000234377,RNF219-AS1,antisense,3.378839745,0,,,,,
AST-PP,ENSG00000239268,RP11-384F7.2,lincRNA,2.060716476,0,,,,,
AST-PP,ENSG00000245532,NEAT1,lincRNA,2.476862889,0,,,,,
AST-PP,ENSG00000183580,FBXL7,protein_coding,2.304531857,0,,,,,
AST-PP,ENSG00000151012,SLC7A11,protein_coding,1.731840797,0,,,,,
AST-PP,ENSG00000164188,RANBP3L,protein_coding,1.700023812,0,,,,,
AST-PP,ENSG00000138639,ARHGAP24,protein_coding,1.898316778,0,,,,,
AST-PP,ENSG00000163288,GABRB1,protein_coding,2.042364013,3.1952E-306,,,,,
AST-PP,ENSG00000181722,ZBTB20,protein_coding,2.174507989,1.9853E-292,,,,,
AST-PP,ENSG00000125462,C1orf61,protein_coding,2.045725073,6.6769E-289,,,,,
AST-PP,ENSG00000068078,FGFR3,protein_coding,1.562284333,5.0933E-288,,,,,
AST-PP,ENSG00000111783,RFX4,protein_coding,1.825882782,9.8136E-286,,,,,
AST-PP,ENSG00000158467,AHCYL2,protein_coding,2.005576732,1.021E-282,,,,,
AST-PP,ENSG00000120885,CLU,protein_coding,2.267153421,5.8106E-279,,,,,
AST-PP,ENSG00000165795,NDRG2,protein_coding,1.810250489,6.2501E-279,,,,,
AST-PP,ENSG00000271860,RP11-436D23.1,lincRNA,2.206652715,2.1863E-278,,,,,
AST-PP,ENSG00000162599,NFIA,protein_coding,2.031124408,1.176E-276,,,,,
AST-PP,ENSG00000185737,NRG3,protein_coding,1.307657478,1.6281E-275,,,,,
AST-PP,ENSG00000236790,LINC00299,lincRNA,1.632779681,6.4375E-275,,,,,
AST-PP,ENSG00000117525,F3,protein_coding,1.466723336,5.6347E-264,,,,,
AST-PP,ENSG00000179796,LRRC3B,protein_coding,1.738069331,2.4337E-255,,,,,
AST-PP,ENSG00000106278,PTPRZ1,protein_coding,1.668967937,2.9954E-253,,,,,
AST-PP,ENSG00000106571,GLI3,protein_coding,1.390738308,6.2471E-252,,,,,
AST-PP,ENSG00000164089,ETNPPL,protein_coding,1.272201938,5.0785E-250,,,,,
AST-PP,ENSG00000104447,TRPS1,protein_coding,1.877969103,7.04E-249,,,,,
AST-PP,ENSG00000101439,CST3,protein_coding,1.897692137,4.1198E-246,,,,,
AST-PP,ENSG00000129244,ATP1B2,protein_coding,1.658994302,7.3115E-245,,,,,
AST-PP,ENSG00000140022,STON2,protein_coding,1.365032587,2.9815E-243,,,,,
AST-PP,ENSG00000149090,PAMR1,protein_coding,1.566719441,1.0836E-242,,,,,
AST-PP,ENSG00000148498,PARD3,protein_coding,1.797195586,1.4635E-242,,,,,
AST-PP,ENSG00000155816,FMN2,protein_coding,1.708195623,4.1646E-241,,,,,
AST-PP,ENSG00000138771,SHROOM3,protein_coding,1.725838344,9.2184E-240,,,,,
AST-PP,ENSG00000162407,PLPP3,protein_coding,1.562116957,1.54E-237,,,,,
AST-PP,ENSG00000158966,CACHD1,protein_coding,1.558086811,1.824E-237,,,,,
AST-PP,ENSG00000134508,CABLES1,protein_coding,1.731074008,4.7667E-237,,,,,
AST-PP,ENSG00000103740,ACSBG1,protein_coding,1.335272541,7.4771E-237,,,,,
AST-PP,ENSG00000099204,ABLIM1,protein_coding,1.818797237,2.6954E-236,,,,,
AST-PP,ENSG00000078114,NEBL,protein_coding,1.788524626,5.7124E-236,,,,,
AST-PP,ENSG00000198822,GRM3,protein_coding,1.951938534,1.5551E-235,,,,,
AST-PP,ENSG00000228222,AC074363.1,lincRNA,1.892729321,2.8772E-232,,,,,
AST-PP,ENSG00000111907,TPD52L1,protein_coding,1.472370672,9.9756E-232,,,,,
AST-PP,ENSG00000101542,CDH20,protein_coding,1.970843145,1.2735E-231,,,,,
AST-PP,ENSG00000095637,SORBS1,protein_coding,1.792281604,6.1097E-231,,,,,
AST-PP,ENSG00000198963,RORB,protein_coding,1.685529058,6.3499E-230,,,,,
AST-PP,ENSG00000124440,HIF3A,protein_coding,1.439625827,6.5753E-229,,,,,
AST-PP,ENSG00000154930,ACSS1,protein_coding,1.314094042,6.8705E-229,,,,,
AST-PP,ENSG00000125148,MT2A,protein_coding,1.641110145,1.0796E-227,,,,,
AST-PP,ENSG00000134138,MEIS2,protein_coding,1.763977399,5.7989E-227,,,,,
AST-PP,ENSG00000008394,MGST1,protein_coding,1.589190903,6.8139E-227,,,,,
AST-PP,ENSG00000105894,PTN,protein_coding,1.755768659,1.9079E-226,,,,,
AST-PP,ENSG00000135744,AGT,protein_coding,1.219567758,7.2094E-226,,,,,
AST-PP,ENSG00000236197,AC002429.5,antisense,1.43426811,8.4538E-224,,,,,
AST-PP,ENSG00000134532,SOX5,protein_coding,1.786314978,5.424E-219,,,,,
AST-PP,ENSG00000107317,PTGDS,protein_coding,1.967140778,3.5752E-218,,,,,
AST-PP,ENSG00000165092,ALDH1A1,protein_coding,1.381809366,2.9965E-216,,,,,
AST-PP,ENSG00000123104,ITPR2,protein_coding,1.706272099,4.0598E-214,,,,,
AST-PP,ENSG00000182902,SLC25A18,protein_coding,1.285631956,4.5599E-214,,,,,
AST-PP,ENSG00000152583,SPARCL1,protein_coding,1.903634429,1.3728E-212,,,,,
AST-PP,ENSG00000147509,RGS20,protein_coding,1.364546566,4.3899E-212,,,,,
AST-PP,ENSG00000262655,SPON1,protein_coding,1.418757333,1.0041E-210,,,,,
AST-PP,ENSG00000255864,RP11-444D3.1,lincRNA,1.693595278,3.2568E-208,,,,,
AST-PP,ENSG00000130203,APOE,protein_coding,1.988196738,2.7871E-207,,,,,
AST-PP,ENSG00000156049,GNA14,protein_coding,1.363433044,1.291E-206,,,,,
AST-PP,ENSG00000274441,CTD-2282P23.2,antisense,1.056046952,7.5802E-200,,,,,
AST-PP,ENSG00000134982,APC,protein_coding,1.631207956,3.619E-198,,,,,
AST-PP,ENSG00000127249,ATP13A4,protein_coding,1.228410626,1.2373E-197,,,,,
AST-PP,ENSG00000109472,CPE,protein_coding,1.684259634,4.3986E-197,,,,,
AST-PP,ENSG00000105854,PON2,protein_coding,1.263711419,1.9714E-195,,,,,
AST-PP,ENSG00000148053,NTRK2,protein_coding,1.267491039,1.3808E-194,,,,,
AST-PP,ENSG00000156076,WIF1,protein_coding,1.256840225,4.2539E-193,,,,,
AST-PP,ENSG00000136297,MMD2,protein_coding,1.486130362,3.0101E-191,,,,,
AST-PP,ENSG00000155324,GRAMD3,protein_coding,1.388327509,3.0984E-191,,,,,
AST-PP,ENSG00000114790,ARHGEF26,protein_coding,1.107798627,2.0681E-187,,,,,
AST-PP,ENSG00000100033,PRODH,protein_coding,1.075846979,4.4028E-186,,,,,
AST-PP,ENSG00000111961,SASH1,protein_coding,1.53013237,7.8081E-185,,,,,
AST-PP,ENSG00000148672,GLUD1,protein_coding,1.465072421,2.3853E-183,,,,,
AST-PP,ENSG00000148737,TCF7L2,protein_coding,1.413504112,2.5669E-181,,,,,
AST-PP,ENSG00000079482,OPHN1,protein_coding,1.571273502,3.0636E-178,,,,,
AST-PP,ENSG00000170624,SGCD,protein_coding,1.709042421,1.4885E-177,,,,,
AST-PP,ENSG00000178568,ERBB4,protein_coding,1.69990546,3.8209E-177,,,,,
AST-PP,ENSG00000087250,MT3,protein_coding,1.614205447,1.8293E-176,,,,,
AST-PP,ENSG00000251372,LINC00499,lincRNA,1.088366966,1.3175E-173,,,,,
AST-PP,ENSG00000162390,ACOT11,protein_coding,1.242505461,1.4746E-173,,,,,
AST-PP,ENSG00000151834,GABRA2,protein_coding,1.557068455,1.5274E-170,,,,,
AST-PP,ENSG00000183579,ZNRF3,protein_coding,1.165537976,2.866E-170,,,,,
AST-PP,ENSG00000130287,NCAN,protein_coding,1.40496147,2.7865E-164,,,,,
AST-PP,ENSG00000144642,RBMS3,protein_coding,1.339592389,1.9787E-158,,,,,
AST-PP,ENSG00000251562,MALAT1,lincRNA,1.151176295,8.8932E-158,,,,,
AST-PP,ENSG00000144749,LRIG1,protein_coding,1.139263808,4.8261E-157,,,,,
AST-PP,ENSG00000172461,FUT9,protein_coding,1.484833141,4.8544E-157,,,,,
AST-PP,ENSG00000134215,VAV3,protein_coding,1.08615711,1.1854E-156,,,,,
AST-PP,ENSG00000243069,ARHGEF26-AS1,processed_transcript,1.022823663,2.1135E-155,,,,,
AST-PP,ENSG00000186153,WWOX,protein_coding,1.479080666,4.0485E-155,,,,,
AST-PP,ENSG00000182050,MGAT4C,protein_coding,1.530448581,1.7766E-152,,,,,
AST-PP,ENSG00000154928,EPHB1,protein_coding,1.317736687,3.2302E-152,,,,,
AST-PP,ENSG00000153208,MERTK,protein_coding,1.018680226,4.0564E-152,,,,,
AST-PP,ENSG00000182175,RGMA,protein_coding,1.106487303,7.488E-152,,,,,
AST-PP,ENSG00000010810,FYN,protein_coding,1.404033481,4.634E-151,,,,,
AST-PP,ENSG00000109339,MAPK10,protein_coding,1.10760008,2.8773E-147,,,,,
AST-PP,ENSG00000113594,LIFR,protein_coding,1.253140501,3.5873E-146,,,,,
AST-PP,ENSG00000168710,AHCYL1,protein_coding,1.28649925,7.511E-145,,,,,
AST-PP,ENSG00000184384,MAML2,protein_coding,1.389712686,3.7125E-143,,,,,
AST-PP,ENSG00000197442,MAP3K5,protein_coding,1.412238622,1.3276E-142,,,,,
AST-PP,ENSG00000111879,FAM184A,protein_coding,1.262246498,5.3293E-142,,,,,
AST-PP,ENSG00000153904,DDAH1,protein_coding,1.347872535,1.2589E-141,,,,,
AST-PP,ENSG00000147408,CSGALNACT1,protein_coding,1.384319352,1.6298E-141,,,,,
AST-PP,ENSG00000178075,GRAMD1C,protein_coding,1.09223657,1.8943E-141,,,,,
AST-PP,ENSG00000091656,ZFHX4,protein_coding,1.072154383,5.7041E-141,,,,,
AST-PP,ENSG00000164741,DLC1,protein_coding,1.436167447,2.6332E-140,,,,,
AST-PP,ENSG00000116641,DOCK7,protein_coding,1.324044438,4.2405E-140,,,,,
AST-PP,ENSG00000128536,CDHR3,protein_coding,1.176883219,2.5008E-139,,,,,
AST-PP,ENSG00000111666,CHPT1,protein_coding,1.327953788,1.1057E-138,,,,,
AST-PP,ENSG00000134569,LRP4,protein_coding,1.351051373,1.088E-135,,,,,
AST-PP,ENSG00000174306,ZHX3,protein_coding,1.288034765,9.165E-135,,,,,
AST-PP,ENSG00000150907,FOXO1,protein_coding,1.024400762,2.1707E-134,,,,,
AST-PP,ENSG00000167614,TTYH1,protein_coding,1.233439003,1.7222E-133,,,,,
AST-PP,ENSG00000141639,MAPK4,protein_coding,1.230428835,5.3688E-133,,,,,
AST-PP,ENSG00000069020,MAST4,protein_coding,1.359043573,2.6492E-132,,,,,
AST-PP,ENSG00000166839,ANKDD1A,protein_coding,1.001098343,2.2015E-131,,,,,
AST-PP,ENSG00000134376,CRB1,protein_coding,1.184590458,2.472E-131,,,,,
AST-PP,ENSG00000198363,ASPH,protein_coding,1.28205613,9.74E-131,,,,,
AST-PP,ENSG00000111860,CEP85L,protein_coding,1.304184132,1.1289E-130,,,,,
AST-PP,ENSG00000205213,LGR4,protein_coding,1.073147326,2.0949E-130,,,,,
AST-PP,ENSG00000099139,PCSK5,protein_coding,1.134453598,3.9748E-130,,,,,
AST-PP,ENSG00000171408,PDE7B,protein_coding,1.312397138,5.1125E-130,,,,,
AST-PP,ENSG00000148660,CAMK2G,protein_coding,1.294165538,3.0462E-128,,,,,
AST-PP,ENSG00000128512,DOCK4,protein_coding,1.303220841,4.5769E-126,,,,,
AST-PP,ENSG00000170390,DCLK2,protein_coding,1.358326179,2.0497E-125,,,,,
AST-PP,ENSG00000245526,LINC00461,lincRNA,1.331738385,3.5552E-124,,,,,
AST-PP,ENSG00000134533,RERG,protein_coding,1.084869472,4.6356E-124,,,,,
AST-PP,ENSG00000186815,TPCN1,protein_coding,1.017882487,9.7509E-124,,,,,
AST-PP,ENSG00000148700,ADD3,protein_coding,1.214547195,5.6318E-120,,,,,
AST-PP,ENSG00000164398,ACSL6,protein_coding,1.17237948,1.4334E-119,,,,,
AST-PP,ENSG00000227036,LINC00511,lincRNA,1.150249271,2.9433E-118,,,,,
AST-PP,ENSG00000066468,FGFR2,protein_coding,1.022525899,3.3762E-117,,,,,
AST-PP,ENSG00000138756,BMP2K,protein_coding,1.099234093,2.0093E-116,,,,,
AST-PP,ENSG00000154229,PRKCA,protein_coding,1.27517309,6.0373E-116,,,,,
AST-PP,ENSG00000083067,TRPM3,protein_coding,1.392536062,1.1187E-113,,,,,
AST-PP,ENSG00000135919,SERPINE2,protein_coding,1.142695079,3.6648E-113,,,,,
AST-PP,ENSG00000164066,INTU,protein_coding,1.05426747,2.311E-110,,,,,
AST-PP,ENSG00000144893,MED12L,protein_coding,1.266377954,2.7834E-109,,,,,
AST-PP,ENSG00000128585,MKLN1,protein_coding,1.163950389,1.1071E-108,,,,,
AST-PP,ENSG00000171791,BCL2,protein_coding,1.064797706,4.197E-108,,,,,
AST-PP,ENSG00000058866,DGKG,protein_coding,1.162122778,9.5161E-107,,,,,
AST-PP,ENSG00000078295,ADCY2,protein_coding,1.224655716,1.9195E-106,,,,,
AST-PP,ENSG00000121440,PDZRN3,protein_coding,1.232392363,3.8309E-106,,,,,
AST-PP,ENSG00000112531,QKI,protein_coding,1.045222005,2.2344E-105,,,,,
AST-PP,ENSG00000107104,KANK1,protein_coding,1.021332541,3.0254E-104,,,,,
AST-PP,ENSG00000105088,OLFM2,protein_coding,1.099220842,2.0048E-101,,,,,
AST-PP,ENSG00000118997,DNAH7,protein_coding,1.000030065,1.1399E-98,,,,,
AST-PP,ENSG00000204929,AC074391.1,lincRNA,1.010822003,2.10199E-95,,,,,
AST-PP,ENSG00000100852,ARHGAP5,protein_coding,1.075006424,3.25089E-92,,,,,
AST-PP,ENSG00000184304,PRKD1,protein_coding,1.074670647,1.23256E-89,,,,,
AST-PP,ENSG00000133195,SLC39A11,protein_coding,1.059639235,2.91646E-89,,,,,
AST-PP,ENSG00000247828,TMEM161B-AS1,antisense,1.09938478,6.19427E-87,,,,,
AST-PP,ENSG00000187239,FNBP1,protein_coding,1.024839233,7.44635E-86,,,,,
AST-PP,ENSG00000147862,NFIB,protein_coding,1.070775194,7.06553E-85,,,,,
AST-PP,ENSG00000196482,ESRRG,protein_coding,1.120586418,1.839E-84,,,,,
AST-PP,ENSG00000145012,LPP,protein_coding,1.038325157,2.68325E-84,,,,,
AST-PP,ENSG00000233067,PTCHD1-AS,lincRNA,1.050904512,1.35917E-79,,,,,
AST-PP,ENSG00000205726,ITSN1,protein_coding,1.020381198,2.56611E-79,,,,,
AST-PP,ENSG00000184349,EFNA5,protein_coding,1.038821629,1.80365E-75,,,,,
AST-PP,ENSG00000196914,ARHGEF12,protein_coding,1.005565845,3.24019E-72,,,,,
AST-FB,ENSG00000110436,SLC1A2,protein_coding,3.552612909,0,,,,,
AST-FB,ENSG00000164199,ADGRV1,protein_coding,3.178983737,0,,,,,
AST-FB,ENSG00000179399,GPC5,protein_coding,3.206100148,0,,,,,
AST-FB,ENSG00000066032,CTNNA2,protein_coding,2.012987444,1.9E-294,,,,,
AST-FB,ENSG00000079215,SLC1A3,protein_coding,2.629985479,4.8227E-257,,,,,
AST-FB,ENSG00000134769,DTNA,protein_coding,2.152449303,9.6389E-249,,,,,
AST-FB,ENSG00000185565,LSAMP,protein_coding,1.331786005,2.479E-245,,,,,
AST-FB,ENSG00000234377,RNF219-AS1,antisense,2.151528025,3.0835E-236,,,,,
AST-FB,ENSG00000150625,GPM6A,protein_coding,1.513971623,1.0645E-235,,,,,
